Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index_US_avg__100,land_area_sqmi,water_area_sqmi,pop_density_people_per_mile,median_house_value,median_monthly_owner_costs_with_mortgage,median_gross_rent,median_asking_price_for_vacant_for-sale_homecondo,Number_of_Homes,Count_of_Abnb,Density_of_Abnb
1.0,1.0,1.5845358770961373,0,2.0,7.0,38.0,1.0,30317.0,13265.0,11970.0,13396.796076995965,97.1,3.5,0,3777.0,272815.0,1736.0,950.0,245386.0,5306.0,75.0,1.413494158
1.0,1.0,1.0,0,3.802560426472772,15.0,38.0,0.0,30323.5,21661.564608081768,24267.0,20317.0,99.1,5.3,0,5006.0,335525.0,2081.0,1198.1012393368799,212039.0,10537.2,96.0,1.8153575585406725
2.0,2.0,2.0,0,4.0,17.0,100.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,2.0633642371338103,0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,3.632910702
1.0,1.0,1.979168363513812,0,2.0,108.25,78.0,1.0,30307.0,19520.0,18004.0,16646.0,99.2,4.6,0,4274.0,298132.5210624858,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,1.0,1.0,0,2.0,19.0,50.0,1.0,30309.0,21661.564608081768,21845.0,18739.0,104.60000000000002,3.4,0,6834.0,310330.0,1959.0,1243.0,346940.0,9343.6,378.5758178768911,2.033477461
1.0,1.0,2.028327894683647,0,2.0,42.0,69.0,1.0,30308.0,8161.5,15413.0,11796.0,98.0,1.6,0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,1.0,1.0,0,2.0,21.0,234.0,0.0,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0,10836.0,278388.4094143643,1713.0,1162.0,326958.0,6912.0,33.85650555743629,3.038194444
1.0,1.0,1.0,0,2.0,40.0,95.0,1.0,30309.0,23359.0,21845.0,18739.0,97.6,3.578411246511886,0,6834.0,310330.0,1281.876510834781,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,2.0,0,4.0,5.0,212.8465687401157,1.0,30308.0,17280.0,15413.0,11796.0,98.0,3.3098488333548834,0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,2.0,2.0,0,5.0,108.25,150.0,1.0,30295.5,8161.5,22246.0,21199.0,100.7,4.4,0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.1800105286899085
1.0,1.0,1.0,0,2.0,65.0,65.0,0.7525672619962535,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0,10836.0,361314.18717515137,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,1.0,1.0,0,3.0,13.0,50.0,0.0,30312.0,22786.0,20020.523686827502,20221.0,98.5,3.4,0,9018.130300547748,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,2.0,2.0,0,4.0,3.0,100.0,1.0,30323.5,26343.0,32495.5,20317.0,104.60000000000002,5.3,0,5006.0,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
1.0,0.7150853450857679,1.93322710120156,0,2.0,17.0,65.0,1.0,30306.0,22667.0,22246.0,21199.0,100.7,4.4,0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.0,1.0,0,2.0,21.0,91.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,4.483430908532462,0,6780.570177886453,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,1.0,1.0,0,2.0,32.0,47.0,1.0,30318.0,32477.5,32495.5,35303.5,97.5,9.099999999999998,0,2454.0,195566.0,1626.0,1053.0,192009.0,12991.0,34.23032197356532,0.09003061
1.0,1.0,1.0,0,2.0,14.243220904496315,125.0,1.0,30307.0,19520.0,18004.0,16646.0,99.2,4.6,0,4274.0,458614.0,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,2.0,2.0,0,4.0,4.0,140.0,1.0,30307.0,19520.0,18004.0,16646.0,99.2,4.175845059666789,0,1090.7298705258654,458614.0,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,1.0,1.0,0,2.0,22.467562485723967,45.0,1.0,30307.0,19520.0,18004.0,16646.0,99.2,4.6,0,4274.0,458614.0,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,1.0,1.0,0,2.0,69.0,109.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0,10836.0,259718.0,3183.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.403607988305778,1.0,1.0,0,2.0,19.0,45.0,1.0,30295.5,22786.0,19360.0,20221.0,98.5,3.4,0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,2.0250740615399456,1.0,0,4.0,108.25,208.9958054209267,1.0,30312.0,22786.0,32495.5,20221.0,98.5,3.4,0,6796.0,457063.2767603964,1656.0,1017.0,211506.1412755681,9114.4,200.0,2.194329852
