Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index_US_avg__100,land_area_sqmi,water_area_sqmi,pop_density_people_per_mile,median_house_value,median_monthly_owner_costs_with_mortgage,median_gross_rent,median_asking_price_for_vacant_for-sale_homecondo,Number_of_Homes,Count_of_Abnb,Density_of_Abnb
2.0286972689782603,1.0,1.0,0.0,2.0,7.0,38.0,1.0,30317.0,13265.0,11970.0,13981.0,97.1,3.5,0.0,3777.0,273076.7015184524,1736.0,950.0,245386.0,5306.0,75.0,1.413494158
1.0,1.9981991571480593,1.0,0.0,2.0,15.0,38.0,0.0,30324.0,26343.0,24267.0,20317.0,99.1,5.3,0.0,5006.0,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
2.0,2.0,3.8988680408699317,0.0,7.826956979747148,34.3903825639256,100.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,894.6440292158313,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.06344802415176565,3.6524138511101247,304.0,78.0,1.0,30307.0,39230.18741459254,18004.0,16646.0,99.2,4.6,0.0,4274.0,458614.0,2301.0,1123.0,379784.47488965304,7808.0,130.0,3.3645606030715127
1.0,1.0,1.0,0.0,2.0,19.0,50.0,1.0,30309.0,23359.0,21845.0,10335.766943554318,97.6,3.4,0.0,6834.0,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,1.6954146400704466
1.0,1.0,1.0,1.9868057460131536,3.815967513535197,77.52161336771783,NaN,1.0,30308.0,17280.0,15413.0,23598.34662154458,98.0,1.6,0.0,10836.0,259718.0,1713.0,636.923878094246,326958.0,6912.0,210.0,3.038194444
1.0,1.0,1.0,-0.0502969166518694,2.0,21.0,300.0,0.0,30308.0,17280.0,15413.0,13790.338023442,98.0,1.6,0.0,21269.291216413912,50026.69875727131,1713.0,591.3184885157343,326958.0,6912.0,210.0,3.038194444
1.0,1.0,1.0,0.0,2.0,40.0,162.65735861237633,-0.00679490948982231,30309.0,23359.0,21845.0,18739.0,97.6,3.4,0.0,6834.0,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,2.0,0.0,4.0,5.0,105.0,-0.00679490948982231,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0.0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,2.0,2.0,2.2497112497893337,5.0,227.42491854349737,150.0,1.0,30306.0,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.0,1.0,0.0,2.0,65.0,65.0,0.0,61082.70385504574,17280.0,31024.08764316427,11796.0,98.0,1.6,0.0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
0.5124923570205766,1.0,1.0,0.0,3.0,13.0,50.0,0.0,30312.0,22786.0,19360.0,40717.55429535436,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,2.0,2.0,-0.08442182187728543,4.0,3.0,100.0,1.0,30324.0,26343.0,14464.61967186433,40446.61501497998,99.1,5.3,0.0,5006.0,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
1.0,1.0,1.0,0.0,2.0,17.0,65.0,1.0,7799.806903058554,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.6822492199955965,1.0,0.0,2.0,21.0,91.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0.0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,0.7733362577853985,1.0,0.0,2.0,32.0,47.0,-0.00679490948982231,30318.0,49983.0,4642.1610233471,105578.64881896833,97.5,41.04870323447261,0.2,2454.0,195566.0,1626.0,1457.255240104777,192009.0,19993.2,18.0,0.09003061
1.0,1.0,1.0,0.0,2.0,17.0,125.0,1.0,30307.0,19520.0,18004.0,16646.0,99.2,4.6,0.0,4274.0,458614.0,401.1118943861195,1123.0,381747.0,7808.0,37.748285175678035,1.664959016
1.0,0.4799395476149395,2.0,0.0,4.0,4.0,111.48456168981288,1.0,30307.0,19520.0,18004.0,16646.0,99.2,4.6,0.0,8721.870327803867,263224.60898218135,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,1.0,1.0,0.0,2.0,310.0,NaN,0.42094444970848055,3684.227545025242,19520.0,18004.0,16646.0,99.2,4.6,0.0,4274.0,458614.0,2301.0,2234.680553176295,381747.0,7808.0,130.0,1.664959016
1.0,0.35534694742152173,1.0,0.0,2.0,69.0,69.0,1.0,30308.0,17280.0,29892.598573987267,11796.0,98.0,3.1952785651910656,0.0,10836.0,342590.67317488045,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.2351807545665718,1.0,1.0,0.0,2.0,19.0,50.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,4.439500071484158
0.6533555538432385,1.0,1.0,0.0,4.0,138.0,100.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,357815.70206349425,5413.0125139050215,200.0,2.194329852
1.0,1.0,2.0,0.0,6.088724918213115,13.0,93.0,1.0,30306.0,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,2285.8050922365182,112.0,1.235275952
3.0,3.0,3.0,0.0,11.816109238336251,6.0,79.0,0.0,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0.0,20911.64306016463,488783.07399290137,1713.0,2328.518313893986,326958.0,6912.0,210.0,0.2906643967582454
1.0,1.0,2.0,0.0,4.0,6.0,79.0,0.0,30324.0,26343.0,48957.46978451895,20317.0,197.83640406357432,5.3,0.02950539901692058,5006.0,208010.88585603627,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
1.0,1.4950628105246575,1.0,0.0,2.0,79.0,34.0,0.2313190391999499,30324.0,26343.0,48228.48331252947,20317.0,99.1,5.3,0.0,10117.677028539018,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
2.0,3.0,4.0,2.1421159144720834,8.0,106.0,99.0,1.0,30317.0,13265.0,8607.545040009569,13981.0,97.1,3.5,0.0,3777.0,272815.0,1570.6649998845076,950.0,245386.0,5306.0,75.0,1.413494158
1.0,1.0,1.0,0.9561071587460779,2.0,22.0,80.0,0.1411133854549657,30305.0,23394.0,22999.0,21380.0,100.4,6.4,0.0,3635.0,549848.0,2733.0,1237.0,789677.0,9357.6,26.0,0.277849021
1.0,2.0,3.0,0.0,6.0,57.0,80.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,2008.493103095816,200.0,2.194329852
1.0,1.0,1.0,0.0,2.0,24.0,73.0,0.0,30324.0,26343.0,24267.0,20317.0,99.1,5.3,-0.00037429780709488463,5006.0,335525.0,2081.0,2433.6490623319332,212039.0,10537.2,96.0,0.911057966
1.0,2.0,2.0,0.0,4.0,52.0,78.0,1.0,30307.0,19520.0,18004.0,16646.0,99.2,4.6,0.0,4274.0,458614.0,2301.0,1123.0,381747.0,7808.0,259.7205173681082,1.664959016
1.0,1.0,2.0,0.0,5.0,119.0,137.91445454689975,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,9267.935459932516,234413.0,1656.0,1984.326055564762,445032.0,9114.4,59.97131773547929,2.194329852
1.0,1.0,2.1439366173603407,0.0,2.0,6.0,75.0,-0.00679490948982231,30317.0,13265.0,6236.6119743795225,13981.0,97.1,3.5,0.0,3777.0,272815.0,3456.3755371956604,950.0,245386.0,5306.0,35.54414170440757,1.413494158
1.0,2.0,2.0,0.0,4.0,68.98314134017414,60.0,0.0,30308.0,35354.742385330916,15413.0,11796.0,98.0,1.6,0.0,10836.0,259718.0,1713.0,1162.0,678921.0559575702,6912.0,210.0,0.9910502975129014
1.0,1.0,1.0,0.0,2.0,12.0,115.0,0.0,4196.9967858681375,22667.0,22246.0,12665.889713826637,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,1.235275952
1.0,1.0,3.0,0.0,10.072622644083992,17.0,129.0,1.0,30306.0,44759.87990845295,22246.0,21199.0,100.7,4.4,0.0,7452.531824131622,1198296.0429629255,2787.0,595.9334310921386,454084.0,9066.8,112.0,1.235275952
1.0,1.0,2.0,0.0,2.0,86.0,60.0,1.0,30309.0,45771.54144985926,21845.0,18739.0,43.50997697493994,3.4,0.0,6834.0,310330.0,1959.0,1243.0,252570.31723863928,9343.6,190.0,1.1049206881848777
2.0,2.0,4.047556496014222,0.0,6.0,12.0,249.0,1.0,30308.0,17280.0,15413.0,11796.0,196.52932128928686,1.6,0.0,10836.0,259718.0,1713.0,1162.0,472162.9544512966,6912.0,210.0,3.038194444
1.0,2.0492058226177248,1.0,0.0,2.0,5.0,79.0,-0.00679490948982231,30309.0,23359.0,21845.0,1364.145443082638,97.6,3.4,0.0,6834.0,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
2.0649123623139447,1.0,1.0,0.0,2.0,7.0,80.0,1.0,30306.0,6696.410895966323,22246.0,21199.0,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,6200.5756477449595,222.2306318377735,1.235275952
1.0,1.0,2.0,0.0,2.0,3.0,125.0,1.0,30306.0,22667.0,22246.0,21199.0,100.7,4.4,0.0,5164.0,1212856.5709898975,2787.0,2367.6321921365507,171173.815692749,9066.8,112.0,1.235275952
1.0,1.0,1.0,0.0,3.0,12.0,109.0,0.0,30306.0,22667.0,44382.23625781655,21523.62226749857,100.7,4.4,0.0,5164.0,602236.0,2787.0,1194.0,454084.0,9066.8,112.0,0.020257429369305635
1.0,1.0,1.0,0.0,1.2071904383611365,44.0,50.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.0,2.0,3.0,30.0,1.0,30312.0,22786.0,19360.0,20221.0,45.94476501758355,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,1.0,0.9572901326053276,3.0,78.0,79.0,1.0,2969.674826898583,19520.0,18004.0,16646.0,99.2,4.6,0.035673679388390514,4274.0,458614.0,2301.0,1123.0,381747.0,5081.743278094715,130.0,1.664959016
3.0,3.0,1.0,0.0,19.743793764717232,98.66920310569272,478.53125026822715,1.0,60774.14446006133,23359.0,21845.0,18739.0,97.6,3.4,0.0,6834.0,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,0.5639301598286776,0.0,2.0,55.0,55.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.007022094102305682,13713.160356933546,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,0.41955010859912856,1.0,0.0,2.0,7.0,59.0,1.0,30309.0,23359.0,21845.0,18739.0,97.6,3.4,0.0,6834.0,310330.0,3905.12263733057,1243.0,346940.0,9343.6,190.0,2.033477461
1.0545460384287706,2.0,3.8498962668129195,0.0,1.9454919231761814,96.0,127.0,1.0,30312.0,22786.0,19360.0,20221.0,98.5,3.4,-0.015677005170073116,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.8519992692727474,1.0,2.0,0.0,6.0,75.03967831053185,41.0,-0.02088401858145065,30312.0,22786.0,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,1.0,2.0,0.0,7.5518037823860125,5.528984911962439,69.0,2.0345311023148374,30312.0,1020.5635434143878,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
1.0,2.0,2.0,0.0,2.0,3.0,140.0,1.0,30308.0,17280.0,15413.0,11796.0,98.0,1.6,0.0,21739.13161044112,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
4.0,1.0,6.039322662029642,0.0,2.0,22.0,700.0,1.0,30309.0,23359.0,21845.0,18739.0,97.6,3.4,0.0,16078.185633615434,310330.0,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,1.0,0.0,2.0,4.0,85.0,-0.00679490948982231,30324.0,26343.0,24267.0,20317.0,199.3763962122067,5.3,0.0,5006.0,335525.0,2081.0,1225.0,212039.0,10537.2,96.0,0.911057966
1.0,2.0,4.004229066176373,0.0,4.0,8.0,119.0,1.0,30316.0,32108.0,31110.0,32495.0,47.0308772202189,12.5,0.1,6038.040167772896,149987.55961620907,1520.0,1079.0,259826.0,25587.887618258006,53.0,0.41266974
3.0,1.0,3.0,0.0,6.0,13.0,350.0,0.0,30308.0,17280.0,15413.0,11376.722850359665,98.0,1.6,0.009470516056670668,10836.0,636790.2154492231,515.5184204319148,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,1.0,2.085473154678751,5.0,2.0,20.0,70.0,1.0,30317.0,13265.0,11970.0,13981.0,192.5605210884514,3.5,0.3180119816868045,3777.0,272815.0,1736.0,950.0,296662.03813268075,5306.0,75.0,1.413494158
1.0,2.0,2.0,0.0,4.737318581500905,108.0,96.0,0.0,30307.0,19520.0,18004.0,16646.0,99.2,4.6,0.0,4274.0,458614.0,2301.0,1123.0,381747.0,7808.0,130.0,1.664959016
1.0,1.0,1.0,0.0,2.0,51.0,65.0,1.0,30312.0,22786.0,19360.0,41297.642929505004,198.57264314318132,3.4,0.0,3871.3434368645317,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,2.194329852
3.0,3.0,3.0,0.0,8.0,40.0,95.0,1.0,60538.807271870275,22786.0,19360.0,20221.0,196.78017505721252,1.2327590727700248,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,5714.1415885478345,200.0,2.194329852
1.0,1.0,1.0,0.0,3.8580570574130966,6.0,120.0,0.0,30309.0,23359.0,21845.0,6167.5897957756315,97.6,3.4,0.0,6834.0,546342.5518970003,1959.0,1243.0,346940.0,9343.6,190.0,2.033477461
1.0,1.0,2.0,0.0,4.0,11.0,135.0,1.0,30309.0,23359.0,21845.0,18739.0,97.6,3.4,-0.011717317708267977,6834.0,310330.0,3863.1656904092915,1243.0,346940.0,9343.6,378.83896844664196,4.050198343045976
