Bathrooms,Bedrooms,Beds,LocationName,NumGuests,NumReviews,Price,Rating,zipcode,pop2016,pop2010,pop2000,cost_living_index_US_avg__100,land_area_sqmi,water_area_sqmi,pop_density_people_per_mile,median_house_value,median_monthly_owner_costs_with_mortgage,median_gross_rent,median_asking_price_for_vacant_for-sale_homecondo,Number_of_Homes,Count_of_Abnb,Density_of_Abnb
1.0,2.0,3.833351850416697,1.0,8.0,45.98246809787967,89.0,1.0,2115.0,29391.0,28441.0,32926.08168147429,159.6,0.7,0.0,41501.0,719553.0,2523.0,1530.0,808477.0,11756.4,10.0,0.259815191841622
1.0,1.0,3.3165521315952087,0.39175344022470837,3.9621195155338893,55.55077464603097,149.91400487734728,1.0,30313.0,5265.250445282456,9495.0,19170.38588286407,98.3,4.166779451774488,0.0100844308148089,19361.30606440104,410294.3069097771,3775.509079706392,965.0,1216734.7424464675,8702.989839930653,79.0,1.765126463
1.0,1.0,1.0,0.39175344022470837,2.0,115.30845036570696,50.0,1.0,7795.854159235903,34193.0,1583.269332034408,19170.38588286407,32.09881315327388,11.3,0.0,5587.3401981704565,101446.0,2043.4104788833072,1184.518948665601,156424.0,13677.2,15.0,0.10967157
2.196004238914432,4.048929850121175,6.0,0.39175344022470837,8.0,24.0,150.0,1.0,30317.0,13265.0,11970.0,13981.0,97.1,3.5,0.0,3777.0,272815.0,2043.4104788833072,950.0,518877.7886752884,10950.58732481903,75.0,1.413494158
2.0,1.5449318428325576,2.1572949802250787,0.0,3.9621195155338893,25.0,75.0,0.1133208834597185,30308.0,17280.0,13994.737904325348,11796.0,98.0,4.166779451774488,0.009135087594146,41040.191514162565,259718.0,1713.0,1162.0,226792.05544606285,6912.0,210.0,3.038194444
1.9561202200332293,1.0,1.0,0.0,3.0,59.0,86.7017134038503,1.0,30324.0,22077.456532940032,24267.0,20317.0,99.1,2.208717318386343,0.0,5006.0,659807.9249675456,2081.0,1225.0,395363.56070407503,10537.2,96.0,0.911057966
1.120358046229509,1.0,1.0,8.0,2.0,17.0,59.0,0.1812617800412038,2467.0,22364.0,20399.71743096466,19170.38588286407,283.12639430137165,5.288861870799328,0.1969872176422352,861.0944485719074,384026.11321836786,2043.4104788833072,2099.0,1970803.0,8945.6,93.0,1.039617242
1.193205552779062,2.035844394374999,2.6134605669653945,0.0,1.3059160517323751,168.0,85.0,1.0,30312.0,46374.15984082887,19360.0,20221.0,98.5,3.4,0.0,9569.237615623593,234413.0,1656.0,250.77022079377943,445032.0,9114.4,200.0,2.194329852
1.4221210998078035,1.0,1.0,0.0,2.0,3.0,125.67210255353177,0.0,30308.0,17280.0,15413.0,19170.38588286407,98.0,0.2894447962429658,0.0,10836.0,259718.0,1713.0,1162.0,326958.0,6912.0,210.0,3.038194444
1.0,1.8794214078218736,2.0,0.0,5.0,4.0,163.50466831854428,1.0,30324.0,26343.0,24267.0,20317.0,107.53374362794054,5.3,0.0,5006.0,335525.0,2081.0,2395.313946131734,440926.6634013955,21254.55749829467,96.0,0.6350632570832787
1.0,1.0,2.2217751742611838,0.39175344022470837,2.0,6.0,125.67210255353177,1.0,30312.0,15750.943936322454,19360.0,20221.0,98.5,3.4,0.0,6796.0,234413.0,1656.0,1017.0,445032.0,9114.4,200.0,4.367218498465277
1.0,1.5291801123429802,1.9100518660188133,5.0,1.0,45.98246809787967,65.0,1.0,30317.0,13265.0,20399.71743096466,13981.0,97.1,2.29290304863518,0.0483310215395489,3777.0,272815.0,480.82291452588106,950.0,466256.09164861543,5306.0,75.0,1.413494158
1.0,1.0,2.2217751742611838,0.0,2.0,1.9161160873137248,125.67210255353177,1.992898798606672,30316.0,10042.0959207548,31110.0,32495.0,96.6,12.5,0.1,2565.0,42116.65892373779,3094.787174225577,906.4129415166116,259826.0,12843.2,62.90388988275987,0.41266974
1.0,1.0,2.2217751742611838,0.39175344022470837,3.0,41.0,78.0,-0.071140780102796,2113.0,7602.0,15165.922736063265,19170.38588286407,139.6,0.1,0.0,16633.902919868255,575265.0,2543.0,1837.0,808477.0,3040.8,131.77350861705023,2.334911865
1.0,1.0,2.0,0.0,4.0,5.0,243.8054942099792,1.0,9039.268882383138,17280.0,20399.71743096466,11796.0,107.53374362794054,1.6,0.0,21486.734145537823,384026.11321836786,1713.0,2333.457887680707,326958.0,6912.0,131.77350861705023,3.038194444
1.0,2.0554191275136784,2.2217751742611838,0.0,2.828012831824912,3.0,40.0,1.0,30312.0,22786.0,19360.0,39255.90482179528,98.5,2.501938508136094,0.0,9569.237615623593,234413.0,1656.0,2010.426212436519,445032.0,9114.4,200.0,2.194329852
3.9548513315133262,3.0,3.307577770408894,0.0,6.0,31.0,265.0,1.0,30324.0,26343.0,24267.0,13763.892597088638,99.1,5.3,0.0,5006.0,384026.11321836786,2081.0,1225.0,212039.0,8702.989839930653,96.0,1.8419556829977533
1.0,1.0,1.0,0.39175344022470837,6.0,45.98246809787967,248.443698871632,1.0,30317.0,13265.0,11970.0,29447.428292114106,32.93718290576285,3.5,0.3275582620939199,3777.0,272815.0,3299.690881508325,251.59567764923213,398473.3344062877,1090.9653241665883,75.0,1.8419556829977533
